Results Summary

Response,Count
6,5
5,5
4,5
9,4
2,3
7,2
15 or more,1
14,1
12,1
10,1
8,1
3,1
Total,30


Individual Results

Response,Created At
2,2020-01-27 13:35:04
2,2020-01-27 13:34:49
2,2020-01-27 13:34:35
3,2020-01-27 13:34:39
4,2020-01-27 13:34:58
4,2020-01-27 13:34:48
4,2020-01-27 13:34:48
4,2020-01-27 13:34:44
4,2020-01-27 13:34:43
5,2020-01-27 13:35:09
5,2020-01-27 13:34:56
5,2020-01-27 13:34:48
5,2020-01-27 13:34:47
5,2020-01-27 13:34:45
6,2020-01-27 13:35:13
6,2020-01-27 13:34:52
6,2020-01-27 13:34:51
6,2020-01-27 13:34:43
6,2020-01-27 13:34:41
7,2020-01-27 13:35:06
7,2020-01-27 13:35:05
8,2020-01-27 13:35:18
9,2020-01-27 13:35:22
9,2020-01-27 13:35:21
9,2020-01-27 13:35:16
9,2020-01-27 13:34:42
10,2020-01-27 13:34:48
12,2020-01-27 13:35:09
14,2020-01-27 13:37:11
15 or more,2020-01-27 13:35:13
